enro_animal_id,redcap_data_access_group,enro_model,enro_sex,rand_conduct,rand_conduct_rsn,rand_conduct_rsn_oth,rand_clot_length,txas_reperfusion,srg_conduct,srg_conduct_rsn,srg_conduct_rsn_oth,srg_comments___1,srg_comments___2,srg_comments___3,srg_comments___4,srg_comments___5,srg_comments___6,srg_comments___7,srg_comments___8,srg_comments___9,srg_exact_occ,srg_animal_age,srg_length_surgery,srg_awake_min,srg_concom_meds_lrs_nacl,srg_concom_meds_sq,eos_day_diff_srg_death,enro_weight,srg_weight,eos_weight,postop_d1_weight,postop_d2_weight,postop_d3_weight,postop_d4_weight,postop_d5_weight,postop_d6_weight,postop_d7_weight,postop_d8_weight,srg_nds_score,postop_d1_nds_score,postop_d2_nds_score,eos_nds_score,bank_tissue_type___1,bank_tissue_type___2,bank_tissue_type___3,bank_tissue_type___4,bank_tissue_type___6,bank_tissue_type___5,srg_clot_length,srg_embolic_draw_sex,srg_donor_eartag,behav_d30_conduct,rand_reperfusion_dose,srg_reperfsn_dose,srg_embolic_draw_dt,srg_actual_surg_dt,srg_reperfsn_vial,txas_reperfusion_actual,rand_reperfusion_vial,txas_pop_assg_comment
HG1434,dk,5,0,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.96,149,102,1,1,30,253.2,276,278.6,251.3,249,254.9,,254.4,,255,,2,2,2,2,1,0,0,0,1,0,4,0,RV6523,1,0.25,0.25,2025-07-07,2025-07-09,"TNK G",2,"TNK G",
HG1435,dk,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.1,141,111,1,1,31,260.7,331,401.8,279,286.1,279.3,,291.5,,308.7,,2,2,2,1,1,0,0,0,1,0,4,1,RVV6522,1,0.26,0.26,2025-07-07,2025-07-08,"TNK G",2,"TNK G",
HG1440,dk,5,1,0,3,Donor,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Donor
HG1441,dk,5,0,0,3,Donor,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Donor
HG1453,ag,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,123,2.89,145,109,1,1,31,365,409,544,383,390,392,397,,,400,,2,2,2,2,1,0,0,0,0,0,4,1,WX5852,1,0.365,0.3654,2025-06-18,2025-06-23,"TNK G",2,"TNK G",
LJ5661,yl,5,1,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,115,2.33,167,101,1,1,44,248,292,503,257,256,256,,,,,,1,2,2,0,1,0,0,0,0,0,4,0,GF5977,1,0.248,0.248,2025-06-17,2025-06-25,"TNK D",1,"TNK D",
LJ5662,yl,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,124,2.89,164,108,1,1,48,238,246,308,227,228,,,,,245,,1,0,0,0,1,0,0,0,0,0,4,0,GF5977,1,0.24,0.24,2025-06-17,2025-07-09,"TNK H",1,"TNK H",
LJ5663,yl,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.76,167,107,1,1,35,266,283,312,266,266,,,,,,,1,1,2,0,1,0,0,0,0,0,4,1,RV9579,1,0.27,0.27,2025-07-07,2025-07-22,"TNK D",1,"TNK D",
LJ5664,yl,5,0,0,3,"blood donor",,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,270,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,"blood donor"
LJ5668,yl,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,122,2.73,166,106,1,1,41,235,244,297,241,240,,,,,,,1,0,0,0,1,0,0,0,0,0,3,0,LJ5664,1,0.24,0.24,2025-07-28,2025-08-06,"TNK H",1,"TNK H",
LJ5670,yl,5,0,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,123,2.3,169,105,1,1,45,218,232,318,204,189,181,188,,,,,2,2,1,0,1,0,0,0,0,0,4,0,GF5977,1,0.218,0.218,2025-06-17,2025-06-24,"TNK G",2,"TNK G",
LJ5675,yl,5,0,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,3.02,174,94,1,1,34,305,318,350,317,307,,,,,,,0,0,0,0,1,0,0,0,0,0,4,0,LJ5664,1,0.31,0.31,2025-07-28,2025-07-30,"TNK G",2,"TNK G",
LJ5676,yl,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,135,2.79,197,112,1,1,34,339,365,424,359,355,,,,,,,1,0,0,0,1,0,0,0,0,0,3.6,1,RV9579,1,0.35,0.35,2025-07-28,2025-07-30,"TNK G",2,"TNK G","135min occlusion period"
LW7390,mg,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,119,2.43,148,104,1,1,31,257,329,368,324,328,331,,,340,,341,2,1,1,0,1,0,0,0,0,0,4,1,BM4046,1,0.3,0.3,2025-06-23,2025-07-01,"TNK G",2,"TNK G",
LW7395,mg,5,0,1,,,4,2,1,,,0,0,0,0,0,0,1,0,0,,2.23,,,1,1,0,186,203,203,,,,,,,,,,,,,0,0,0,0,0,0,4,0,RF6266,0,0.186,,2025-06-23,2025-06-25,,2,"TNK G","received the clot"
MJ5135,sd,5,1,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,2.2,169,94,1,1,31,280.8,348,444.6,292.1,273.4,270,,,264.2,265,284.9,2,2,2,2,1,1,1,1,0,1,3,0,VV5900,1,0.28,0.28,2025-07-25,2025-08-12,"TNK D",1,"TNK D",
MJ5137,sd,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,2.43,171,102,1,1,35,238,252.7,258,221.8,222.2,228.4,,,240.9,233.6,242.8,1,1,1,3,1,1,1,1,0,1,3,0,QQ3122,1,0.24,0.24,2025-08-04,2025-08-05,"TNK H",1,"TNK H",
MJ5138,sd,5,1,1,,,3,1,1,,,0,0,0,0,0,0,1,0,1,,2.17,,,1,1,0,242.5,292,292,,,,,,,,,,,,,0,0,0,0,0,0,3,1,VV5900,0,0.24,,2025-07-25,2025-08-04,,1,"TNK H","received the clot"
MJ5139,sd,5,1,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,1.77,160,107,1,1,30,135.1,210.5,275.1,167.9,153.8,,,138.7,137.3,194.9,152.3,2,3,2,2,1,1,1,1,0,1,4,1,VV5900,1,0.14,0.14,2025-06-23,2025-07-23,"TNK H",1,"TNK H",
MJ5141,sd,5,1,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,122,2,158,128,1,1,36,190.4,264.1,409.8,242.3,232,,,253.3,261.3,267.3,275.2,1,1,0,1,1,1,1,1,0,1,3,1,VV5900,1,0.19,0.19,2025-07-25,2025-07-30,"TNK G",2,"TNK G",
MJ5142,sd,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,2.46,159,99,1,1,1,218.5,232.4,202.4,202.4,,,,,,,,1,3,,,0,0,0,0,0,0,3,1,VV5900,0,0.22,0.22,2025-07-25,2025-08-13,"TNK C",1,"TNK C",
MJ5174,sd,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.6,177,92,1,1,36,379,425,473.2,354.8,338,322.5,,,302.1,301.4,293.1,1,2,2,2,1,1,1,1,0,1,4,1,VV5900,1,0.38,0.38,2025-06-23,2025-07-15,"TNK G",2,"TNK G",
MJ5175,sd,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.66,160,89,1,1,1,378.2,456,,,,,,,,,,1,,,,0,0,0,0,0,0,4,1,VV5900,0,0.38,0.4,2025-06-23,2025-07-10,"TNK G",2,"TNK G",
MJ5176,sd,5,1,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.6,192,94,1,1,34,413.1,421,523,380.4,354.8,,,358.0,378.8,387,393,1,1,1,1,1,1,1,1,0,1,4,1,VV5900,1,0.41,0.41,2025-06-23,2025-07-01,"TNK C",1,"TNK C",
MJ5182,sd,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,1,1,120,2.6,181,90,1,1,0,254,296,296,,,,,,,,,1,,,,0,0,0,0,0,0,4,1,LJ5491,0,0.254,0.26,2025-06-20,2025-06-24,"TNK C",1,"TNK C",
MJ5183,sd,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.6,165,85,1,1,43,236.8,249,290.1,222,206.3,202.8,,,177.8,178.2,204.4,3,3,3,3,1,1,1,1,0,1,4,0,"LJ 5491",1,0.24,0.24,2025-06-20,2025-07-08,"TNK F",1,"TNK F",
MJ5184,sd,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.6,165,90,1,1,1,371.5,398.7,,,,,,,,,,2,,,,0,0,0,0,0,0,4,1,VV5900,0,0.37,0.37,2025-06-23,2025-07-15,"TNK G",2,"TNK G",
MJ5831,iw,5,0,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.96,153,102,1,1,30,268,280,298,249,240,235,242,,257,,,2,1,1,0,1,0,0,0,0,0,4,0,HC8332,1,0.268,0.268,2025-06-23,2025-06-25,"TNK G",2,"TNK G",
MJ5832,iw,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.92,181,95,1,1,31,265,263,287,244,250,255,258,257,,254,,2,2,1,1,1,0,0,0,0,0,4,0,HC8332,1,0.263,0.263,2025-06-23,2025-06-24,"TNK C",1,"TNK C",
MJ5833,iw,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.2,158,102,1,1,1,245,247,228,,,,,,,,,1,,,,0,0,0,0,0,0,4,0,BW5453,0,0.245,0.245,2025-06-29,2025-06-30,"TNK C",1,"TNK C",
MJ5834,iw,5,1,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.23,150,105,1,1,1,273,333,294,,,,,,,,,2,,,,0,0,0,0,0,0,4,1,WS4353,0,0.27,0.27,2025-07-14,2025-07-15,"TNK C",1,"TNK C",
MJ5835,iw,5,1,1,,,4,1,1,,,0,0,0,0,0,0,0,0,1,120,2.23,148,105,1,1,31,287,346,456,321,316,307,318,333,338,349,,0,0,0,1,1,0,0,0,0,0,4,1,RR0052,1,0.29,0.29,2025-07-21,2025-07-22,"TNK D",1,"TNK D",
MJ5836,iw,5,0,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.96,147,106,1,1,30,272,278,323,266,266,274,282,299,285,,,0,1,2,1,1,0,0,0,0,0,4,0,HC8332,1,0.27,0.27,2025-07-21,2025-07-23,"TNK G",2,"TNK G",
MJ5837,iw,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,1,114,2.1,148,105,1,1,30,251,344,436,299,295,299,304,,,321,,2,2,2,1,1,0,0,0,0,0,4,1,BW5456,1,0.29,0.29,2025-07-28,2025-07-29,"TNK G",2,"TNK G",
MJ5838,iw,5,1,1,,,3,1,1,,,0,0,0,0,1,0,0,0,0,,2.1,10,,0,1,0,285,379,379,,,,,,,,,,,,,0,0,0,0,0,0,,,,0,0.32,,,2025-08-05,,1,"TNK C or D",
MJ5839,iw,5,0,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,120,3.06,147,107,1,1,30,238,270,290,239,223,224,224,223,215,,,1,2,2,1,1,0,0,0,0,0,3,0,WS4359,1,0.25,0.25,2025-08-04,2025-08-06,"TNK G",2,"TNK G",
MJ5840,iw,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,3.02,153,106,1,1,30,228,249,292,242,247,255,258,257,,260,,2,1,1,0,1,0,0,0,0,0,3,0,WS4357,1,0.23,0.23,2025-08-11,2025-08-12,"TNK D",1,"TNK D",
MJ5841,iw,5,1,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,2.07,148,106,1,1,29,257,321,438,290,287,290,297,,,318,,0,0,0,1,1,0,0,0,0,0,3,1,BW5458,1,0.26,0.26,2025-08-16,2025-08-18,"TNK C",1,"TNK C",
MN4910,dk,5,1,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,120,2.33,30,,1,1,31,309.5,349,430,338.1,340.5,336.7,,340.1,,342.9,,2,2,2,2,1,0,0,0,1,0,3,1,MN4915,1,0.31,0.31,2025-07-28,2025-07-29,"TNK G",2,"TNK G",
MN4911,dk,5,0,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,120,3.15,37,,1,1,31,281.5,294,318,279.8,280.6,274.4,,269.5,,272,,2,2,1,1,1,0,0,0,1,0,3,0,MN4914,1,0.28,0.28,2025-07-28,2025-07-29,"TNK G",2,"TNK G",
MN4914,dk,5,0,0,3,Donor,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,254.9,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Donor
MN4915,dk,5,1,0,3,Donor,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,299.2,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,Donor
MN4924,dk,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,3.19,52,,1,1,30,271.7,273,305,256.5,279.3,290.5,,294.5,,304.7,,2,2,2,2,1,0,0,0,1,0,3,0,MN4914,1,0.27,0.27,2025-08-11,2025-08-13,"TNK D",1,"TNK D",
MN4925,dk,5,1,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,120,2.37,34,,1,1,30,320.3,372,451,326.7,343.1,343.5,,334.6,,359.6,,2,2,2,1,1,0,0,0,1,0,3,1,MN4915,1,0.32,0.32,2025-08-11,2025-08-13,"TNK G",2,"TNK G",
MN4940,ag,5,0,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.89,145,112,1,1,32,274,280,320,280,282,285,288,,,292,,2,2,1,2,1,0,0,0,0,0,4,0,RV6544,1,0.27,0.27,2025-06-18,2025-07-14,"TNK G",2,"TNK G",
MN4941,ag,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.89,150,113,1,1,1,461,466,429,,,,,,,,,2,,,,0,0,0,0,0,0,4,1,WX5852,0,0.46,0.46,2025-06-18,2025-07-14,"TNK G",2,"TNK G",
MN4943,ag,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,3.12,157,112,1,1,2,470,490,487,480,475,,,,,,,2,2,1,,0,0,0,0,0,0,4,1,WX5852,0,0.47,0.47,2025-07-17,2025-07-21,"TNK G",2,"TNK G",
MN4944,ag,5,0,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,120,2.89,147,113,1,1,30,256,255,293,250,252,242,245,,,251,,2,2,2,2,1,0,0,0,0,0,3,0,RV6544,1,0.26,0.26,2025-07-17,2025-08-04,"TNK G",2,"TNK G",
MN4945,ag,5,1,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,120,3.09,148,113,1,1,1,402,464,,,,,,,,,,1,,,,0,0,0,0,0,0,3,1,WX5852,0,0.41,0.41,2025-07-17,2025-08-10,"TNK G",2,"TNK G",
MN4946,ag,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,3.25,143,113,1,1,30,206,229,285,205,213,210,216,,,235,,2,1,1,0,1,0,0,0,0,0,3,0,RV6544,1,0.23,0.23,2025-07-17,2025-08-18,"TNK D",1,"TNK D",
MN5635,mg,5,1,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,2.43,159,107,1,1,31,280,294,342,285,292,291,,,308,,312,2,2,2,1,1,0,0,0,0,0,3,1,LW7383,1,0.28,0.28,2025-08-07,2025-08-12,"TNK F",1,"TNK F",
MN5636,mg,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,2.69,143,106,1,1,33,182,226,250,185,173,170,,152,,138,,1,2,2,1,1,0,0,0,0,0,3,0,RF6270,1,0.2,0.2,2025-08-07,2025-08-20,"TNK D",1,"TNK D",
MN5643,mg,5,1,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,120,2.66,154,104,1,1,34,285,322,285,302,294,299,,315,,320,,2,1,1,1,1,0,0,0,0,0,3,1,LW7383,1,0.3,0.3,2025-08-07,2025-08-19,"TNK F",1,"TNK F",
MN5654,yl,5,0,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,122,2.92,178,103,1,1,35,273,280,316,274,263,,,,,,,2,2,2,0,1,0,0,0,0,0,3,0,LJ5664,1,0.27,0.27,2025-07-28,2025-08-12,"TNK G",2,"TNK G",
MN5665,yl,5,0,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,114,2.69,174,106,1,1,35,204,211,213,209,213,212,,,,,,2,1,1,0,1,0,0,0,0,0,3,0,LJ5664,1,0.21,0.21,2025-07-28,2025-08-19,"TNK H",1,"TNK H",
MN5702,ag,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.92,151,114,1,1,31,210,226,263,212,215,217,220,,,225,,2,2,2,2,1,0,0,0,0,0,4,0,RV6544,1,0.21,0.21,2025-06-18,2025-06-23,"TNK D",1,"TNK D",
MN5730,dk,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.92,31,,1,1,31,235.7,268,305.9,239.5,238.9,245,,258.1,,265.7,,2,2,2,2,1,0,0,0,1,0,4,0,RV6523,1,0.24,0.24,2025-07-21,2025-07-22,"TNK F",1,"TNK F",
MN5731,dk,5,1,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.1,36,,1,1,31,255.2,312,431.3,303.2,300.1,301.7,,318,,330.4,,2,2,2,1,1,0,0,0,1,0,4,1,RV6522,1,0.26,0.26,2025-07-21,2025-07-22,"TNK D",1,"TNK D",
MN5732,dk,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.96,28,,1,1,1,252.4,273,248,248,,,,,,,,2,2,,,0,0,0,0,0,0,4,0,RV6523,0,0.25,0.25,2025-07-14,2025-07-16,"TNK H",1,"TNK H",
MN5733,dk,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.14,41,,1,1,30,248.8,338,466.8,304.8,287.2,279.9,,319.3,,342.2,,2,2,2,2,1,0,0,0,1,0,4,1,RV6522,1,0.25,0.25,2025-07-14,2025-07-16,"TNK G",2,"TNK G",
MN5738,dk,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,0.92,154,105,1,1,30,256.0,257,295,250.9,259,253.7,,250,,264.8,,2,2,2,0,1,0,0,0,1,0,4,0,HG1441,1,0.256,0.256,2025-06-23,2025-06-24,"TNK D",1,"TNK D",
MN5739,dk,5,1,1,,,4,2,1,,,0,0,0,0,0,0,0,0,0,120,2.1,143,104,1,1,30,281.9,318,425,329,332,336.4,,336.8,,347.3,,2,2,2,1,1,0,0,0,1,0,4,1,HG1440,1,0.282,0.282,2025-06-23,2025-06-24,"TNK G",2,"TNK G",
QQ3348,yl,5,1,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,120,2.99,207,95,1,1,2,436,455,,439,,,,,,,,1,0,,,0,0,0,0,0,0,4,1,RV9579,0,0.44,0.44,2025-07-28,2025-07-29,"TNK H",1,"TNK H",
QQ3351,yl,5,1,1,,,3,1,1,,,0,0,0,0,0,0,0,0,0,123,2.69,169,93,1,1,0,371,411,411,,,,,,,,,2,,,,0,0,0,0,0,0,3,1,RV9579,0,0.37,0.37,2025-07-28,2025-08-05,"TNK D",1,"TNK D",
RQ9431,sd,5,0,1,,,4,1,1,,,0,0,0,0,0,0,0,0,0,135,1.77,181,94,1,1,30,224.3,253.7,276,230,237.4,,,248.8,245.7,245.6,245.9,1,1,1,1,1,1,1,1,0,1,4,0,LJ5491,1,0.22,0.22,2025-07-08,2025-07-23,"TNK D",1,"TNK D",
RQ9432,sd,5,1,1,,,3,2,1,,,0,0,0,0,0,0,0,0,0,120,2.2,168,98,1,1,17,230.4,285,,240.3,214.8,204.8,,,175.6,169.8,164.5,2,3,2,,0,0,0,0,0,0,3,1,VV5900,0,0.23,0.23,2025-07-25,2025-08-12,"TNK G",2,"TNK G","Euthanized early by mistake"
